2017 다모아 빅데이터 기관정보 (대전),,,,,,,,,,,
번호,강좌지역,기관유형,기관분류,기관명,주소(도로명),대표전화,홈페이지,상태,비고,,
171,대전광역시 중구,공공,학교,대전글꽃중학교,대전광역시 중구 계룡로918번길 103,042-250-0307,http://gkms.djsch.kr/main.do,,도메인주소 같음,,
172,대전광역시 중구,공공,학교,대전글꽃초등학교,대전광역시 중구 계룡로918번길 97,042-250-4800,http://gkes.djsch.kr/main.do,,,,
173,대전광역시 서구,공공,학교,대전금동초등학교,대전광역시 서구 관저로 45,042-542-3331,http://geumdonges.djsch.kr/main.do,,,,
174,대전광역시 중구,민간,복지관,대전기독교종합사회복지관,대전광역시 중구 보문산로333번길 29,042-586-1500,http://www.nanume.org/index.php,,,,
175,대전광역시 서구,공공,학교,대전남선중학교,대전광역시 서구 월평북로 41,042-484-6214,http://namseonms.djsch.kr/main.do,,,,
176,대전광역시 서구,공공,학교,대전내동중학교,대전광역시 서구 배재로 263,042-534-6155,http://djnaedongms.djsch.kr/main.do,,,,
177,대전광역시 서구,공공,학교,대전내동초등학교,대전광역시 서구 동서대로1063번길 13,042-535-8791,http://www.nae-dong.es.kr/,,,,
178,대전광역시 유성구,공공,학교,대전노은고등학교,대전광역시 유성구 노은동로99번길 55,042-717-3600,http://www.noeun.hs.kr/,,도메인주소 같음,,
179,대전광역시 유성구,공공,학교,대전노은중학교,대전광역시 유성구 노은동로 104, 042-479-5554,http://www.noeun.ms.kr/,,,,
180,대전광역시 유성구,공공,학교,대전노은초등학교,대전광역시 유성구 노은동로99번길 35,042-476-1492,http://www.djnoeun.es.kr/,,,,
181,대전광역시 유성구,공공,국가 및 지자체,대전농업기술센터,대전광역시 유성구 교촌대정로 97,042-270-6914,http://www.daejeon.go.kr/far/index.do,,,,
182,대전광역시 서구,공공,학교,대전느리울중학교,대전광역시 서구 관저중로64번길 84,042-544-0616~7,http://djnrums.djsch.kr/main.do,,,,
183,대전광역시 서구,공공,학교,대전느리울초등학교,대전광역시 서구 관저로 196,042-544-0742,http://nrues.djsch.kr/main.do,,,,
184,대전광역시 유성구,민간,다문화,대전다문화가족사랑회,대전광역시 유성구 대학로76번길 21?몽마르뜨빌딩 4층,042-825-7233,http://cafe438.daum.net/_c21_/home?grpid=1NOHi,,,,
185,대전광역시 유성구,민간,다문화,대전다문화센터,대전광역시 유성구 계룡로 30,042-543-1191,http://globalnet.kr/,,,,
186,대전광역시 대덕구,공공,다문화,대전대덕구다문화가족지원센터,대전광역시 대덕구 오정로 112,042-639-2664~5,http://www.liveinkorea.kr/center/default.asp?pzt=ct&cc=daedeokgu,,,,
187,대전광역시 동구,공공,학교,대전대동초등학교,대전광역시 동구 대동초등3길 21,042-284-6064,http://djdaedonges.djsch.kr/main.do,,,,
188,대전광역시 동구,공공,학교,대전대룡초등학교,대전광역시 동구 백룡로 123,042-283-986,http://dres.djsch.kr/main.do,,,,
189,대전광역시 중구,공공,학교,대전대문중학교,대전광역시 중구 송리로 33,042-583-2596,http://daemunms.djsch.kr/main.do,,도메인주소 같음,,
190,대전광역시 중구,공공,학교,대전대문초등학교,대전광역시 중구 송리로 11,042-582-0713,http://daemunes.djsch.kr/main.do,,,,
191,대전광역시 서구,공공,학교,대전대신고등학교,대전광역시 서구 오량1길 98 A동,042-585-5907,http://dshs.kr/main.do?s=dshs,,도메인주소 같음,,
192,대전광역시 서구,공공,학교,대전대신중학교,대전광역시 서구 오량1길 98 A동 교사동,042-585-1861~2,http://djdsms.djsch.kr/main.do,,,,
193,대전광역시 중구,공공,학교,대전대신초등학교,대전광역시 중구 솔밭로16번길 17,042-253-5371,http://djdaesines.djsch.kr/main.do,,,,
194,대전광역시 동구,공공,학교,대전대암초등학교,대전광역시 동구 동부로 55-61,042-285-8232,http://daeames.djsch.kr/main.do,,,,
195,대전광역시 대덕구,공공,학교,대전대양초등학교,대전광역시 대덕구 송촌로 67,042-635-8093,http://djdyes.djsch.kr/main.do,,,,
196,대전광역시 유성구,공공,학교,대전대정초등학교,대전광역시 유성구 대정로28번길 55,042-545-4385,http://djes.djsch.kr/main.do,,,,
197,대전광역시 대덕구,공공,학교,대전대청중학교,대전광역시 대덕구 신탄진동로 81,042-934-8857,http://djdcms.djsch.kr/main.do,,,,
198,대전광역시 동구,공공,도서관,대전대학교 지산도서관,대전광역시 동구 대학로 62,042-280-2681,http://libweb.dju.ac.kr/,,,,
199,대전광역시 동구,공공,학교,대전대학교 평생교육원,대전광역시 동구 대학로 62,042-222-0502,http://office.dju.kr/hrd/,,,,
200,대전광역시 대덕구,공공,학교,대전대화중학교,대전광역시 대덕구 대오길 9,042-634-4623,http://daehwams.djsch.kr/main.do,,,,
201,대전광역시 대덕구,공공,학교,대전대화초등학교,대전광역시 대덕구 대화로 242-36,042-621-6738,http://daehwaes.djsch.kr/main.do,,,,
202,대전광역시 중구,공공,학교,대전대흥초등학교,대전광역시 중구 수도산로 12,042-253-8396,http://daehunges.djsch.kr/main.do,,,,
203,대전광역시 유성구,공공,학교,대전덕명중학교,대전광역시 유성구 학하중앙로 61,042-825-1633,http://ddmms.djsch.kr/main.do,,,,
204,대전광역시 서구,공공,학교,대전도마중학교,대전광역시 서구 도솔2길 22,042-525-6891,http://domams.djsch.kr/main.do,,도메인주소 같음,,
205,대전광역시 서구,공공,학교,대전도마초등학교,대전광역시 서구 배재로172번길 23,042-532-5415,http://domaes.djsch.kr/main.do,,,,
206,대전광역시 서구,공공,학교,대전도안중학교,대전광역시 서구 원도안로 160,042-545-9701,http://doanms.djsch.kr/main.do,,도메인주소 같음,,
207,대전광역시 서구,공공,학교,대전도안초등학교,대전광역시 서구 원도안로 200,042-543-7803,http://djdaes.djsch.kr/main.do,,,,
208,대전광역시 동구,공공,학교,대전동광초등학교,대전광역시 동구 백룡로11번길 20,042-622-8415,http://dongkoanges.djsch.kr/main.do,,,,
209,대전광역시 동구,공공,다문화,대전동구다문화가족지원센터,대전광역시 동구 동대전로 171 서캠퍼스 우송도서관 706호,"042-630-9945~6
042-630-9948",https://www.liveinkorea.kr/center/main/main.do?centerId=daejeondonggu,,,,
210,대전광역시 대덕구,공공,학교,대전동도초등학교,대전광역시 대덕구 한남로150번길 27,042-620-6100,http://djdongdoes.djsch.kr/main.do,,,,
211,대전광역시 중구,공공,학교,대전동문초등학교,대전광역시 중구 문화로 200,042-337-3508,http://dongmunes.djsch.kr/main.do,,,,
212,대전광역시 중구,공공,학교,대전동산고등학교,대전광역시 중구 문화로 183,042-587-5211,http://djdongsanhs.djsch.kr/main.do,,도메인주소 같음,,
213,대전광역시 중구,공공,학교,대전동산중학교,대전광역시 중구 문화로 183,042-587-2700,http://djdongsanms.djsch.kr/main.do,,,,
214,대전광역시 대덕구,공공,학교,대전동산초등학교,대전광역시 대덕구 동산초교로63번길 50,042-623-3123,http://djdses.djsch.kr/main.do,,,,
215,대전광역시 동구,공공,학교,대전동서초등학교,대전광역시 동구 동서대로 1522,042-630-9000,http://dongseoes.djsch.kr/main.do,,,,
216,대전광역시 유성구,공공,학교,대전동화중학교,대전광역시 유성구 관평2로 43,042-935-9615,http://djdhms.djsch.kr/main.do,,,,
217,대전광역시 유성구,공공,학교,대전동화초등학교,대전광역시 유성구 관평2로 43,042-935-9738,http://djdhes.djsch.kr/main.do,,,,
218,대전광역시 유성구,공공,학교,대전두리중학교,대전광역시 유성구 와룡로 37,"042-935-8613
042-935-8615
042-935-8620",http://durims.djsch.kr/main.do,,도메인주소 같음,,
219,대전광역시 유성구,공공,학교,대전두리초등학교,대전광역시 유성구 와룡로 37,042-936-0834,http://dues.djsch.kr/main.do,,,,
220,대전광역시 서구,공공,학교,대전둔산여자고등학교,대전광역시 서구 갈마역로 33,042-479-3935,http://djdunsan-ghs.djsch.kr/main.do,,,,
221,대전광역시 서구,공공,학교,대전둔산중학교,대전광역시 서구 갈마역로25번길 70,042-486-6148,http://dunsanms.djsch.kr/main.do,,,,
222,대전광역시 서구,공공,학교,대전둔산초등학교,대전광역시 서구 둔산로74번길 20,042-486-3901~2,http://dunsanes.djsch.kr/main.do,,,,
223,대전광역시 서구,공공,학교,대전둔원고등학교,대전광역시 서구 대덕대로 101,042-530-3681~4,http://dunwonhs.djsch.kr/main.do,,도메인주소 같음,,
224,대전광역시 서구,공공,학교,대전둔원중학교,대전광역시 서구 괴정로11번길 73,042-530-3203,http://djdwms.djsch.kr/main.do,,,,
225,대전광역시 서구,공공,학교,대전둔원초등학교,대전광역시 서구 대덕대로112번길 10,042-534-5384,http://dwes.djsch.kr/main.do,,,,
226,대전광역시 서구,공공,학교,대전둔천초등학교,대전광역시 서구 만년로 3,042-483-4651,http://duncheones.djsch.kr/main.do,,,,
227,대전광역시 서구,민간,교육산업,대전마스터브레인 평생교육원,대전광역시 서구 한밭대로570번길 8,042-526-3009,http://cafe.daum.net/tjmasterbrain/,,,,
228,대전광역시 서구,공공,학교,대전만년고등학교,대전광역시 서구 만년로 6,042-479-9600,http://mannyonhs.djsch.kr/main.do,,도메인주소 같음,,
229,대전광역시 서구,공공,학교,대전만년중학교,대전광역시 서구 만년남로 17,042-480-2805,http://mannyonms.djsch.kr/main.do,,,,
230,대전광역시 서구,공공,학교,대전만년초등학교,대전광역시 서구 만년남로 14,042-485-5765,http://mannyeones.djsch.kr/main.do,,,,
231,대전광역시 대덕구,공공,학교,대전매봉중학교,대전광역시 대덕구 선비마을로 165,042-620-0077,http://maebongms.djsch.kr/main.do,,도메인주소 같음,,
232,대전광역시 대덕구,공공,학교,대전매봉초등학교,대전광역시 대덕구 선비마을로 155,042-620-6800,http://mbes.djsch.kr/main.do,,,,
233,대전광역시 동구,공공,학교,대전맹학교,대전광역시 동구 은어송로 95,042-280-3502,http://blsc.djsch.kr/main.do,,,,
234,대전광역시 중구,공공,학교,대전목동초등학교,대전광역시 중구 목중로19번길 70,042-253-4040,http://mokdonges.djsch.kr/main.do,,,,
235,대전광역시 대덕구,공공,학교,대전목상초등학교,대전광역시 대덕구 대덕대로1486번길 117,042-934-6312,http://moksanges.djsch.kr/main.do,,,,
236,대전광역시 중구,공공,학교,대전목양초등학교,대전광역시 중구 목동로 69,042-257-9574,http://djmokyanges.djsch.kr/main.do,,,,
237,대전광역시 유성구,민간,직업훈련시설,대전목조통나건축학원,대전광역시 유성구 유성대로217번길 4-15,"042-543-1300
010-6601-6300",http://www.woodschool.or.kr/,,,,
238,대전광역시 대덕구,공공,문화예술,대전무형문화재전수회관,대전광역시 대덕구 동춘당로 94번길 50,042-625-8384~5,http://www.djichc.or.kr/,,,,
239,대전광역시 중구,공공,학교,대전문성초등학교,대전광역시 중구 유등천동로292번길 89-14,042-583-5341,http://djmses.djsch.kr/main.do,,,,
240,대전광역시 서구,공공,학교,대전문정중학교,대전광역시 서구 둔산북로 232-11, 042-486-0824,http://munjeongms.djsch.kr/main.do,,도메인주소 같음,,
241,대전광역시 서구,공공,학교,대전문정초등학교,대전광역시 서구 문정로 180,042-486-0468,http://munjeonges.djsch.kr/main.do,,,,
242,대전광역시 유성구,공공,학교,대전문지중학교,대전광역시 유성구 전민로 53,042-863-0926,http://munjims.djsch.kr/main.do,,,,
243,대전광역시 중구,공공,학교,대전문창초등학교,대전광역시 중구 문창로 55,042-257-7666,http://munchanges.djsch.kr/main.do,,,,
244,대전광역시 중구,공공,학교,대전문화여자중학교,대전광역시 중구 문화로218번길 63,042-580-1220,http://munhwa-gms.djsch.kr/main.do,,,,
245,대전광역시 중구,공공,문화예술,대전문화예술교육지원센터,대전광역시 중구 중앙로 32 대전예술가의집 4층,042-480-1050~4,https://www.djarte.or.kr:4431/,,,,
246,대전광역시 서구,공공,문화예술,대전문화예술의전당,대전광역시 서구 둔산대로 135,042-270-8333,http://www.djac.or.kr/,,,,
247,대전광역시 중구,공공,학교,대전문화초등학교,대전광역시 중구 문화로78번안길 70,042-583-4965,http://moonhwaes.djsch.kr/main.do,,,,
248,대전광역시 중구,민간,직업훈련시설,대전미용직업전문학교,"대전광역시 중구 중앙로 153-1 운성빌딩 7,9층",042-253-5580,http://www.djbeauty.co.kr/,,,,
249,대전광역시 서구,민간,직업훈련시설,대전바리스타학원,대전광역시 서구 둔산북로 22 라이프상가 2층 213호,042-485-0069,http://cafe.naver.com/djbaristaacademy,,,,
250,대전광역시 서구,민간,직업훈련시설,대전박문각공인중개사학원,대전광역시 서구 둔산북로 36 대영프라자 4층 403호,042-483-5252,http://www.djlawgosi.net/,,,,
251,대전광역시 서구,민간,기타,대전반딧불야학교,대전광역시 서구 도마2길 39 4층,042-525-9091,http://cafe.daum.net/dudaldudgk,,,,
252,대전광역시 유성구,공공,학교,대전반석고등학교,대전광역시 유성구 지족로 332,042-824-3028,http://banseokhs.djsch.kr/main.do,,도메인주소 같음,,
253,대전광역시 유성구,공공,학교,대전반석초등학교,대전광역시 유성구 반석동로 30,042-824-6437,http://banseok-es.djsch.kr/main.do,,,,
254,대전광역시 유성구,공공,학교,대전배울초등학교,대전광역시 유성구 배울2로 8,042-936-4323,http://baeules.djsch.kr/main.do,,,,
255,대전광역시 서구,공공,학교,대전백운초등학교,대전광역시 서구 계룡로576번길 56,042-536-2101,http://djbwes.djsch.kr/main.do,,,,
256,대전광역시 서구,공공,학교,대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500,http://bdnms.djsch.kr/main.do,,도메인주소 같음,,
257,대전광역시 중구,공공,학교,대전버드내초등학교,대전광역시 중구 태평로 21,042-536-1870,http://budnaees.djsch.kr/main.do,,,,
258,대전광역시 대덕구,공공,학교,대전법동중학교,대전광역시 대덕구 쌍청당로 55,042-336-3006~9,http://beopdongms.djsch.kr/main.do,,도메인주소 같음,,
259,대전광역시 대덕구,공공,학교,대전법동초등학교,대전광역시 대덕구 계족로664번길 74,042-626-7568,http://beopdonges.djsch.kr/main.do,,,,
260,대전광역시 서구,공공,학교,대전변동중학교,대전광역시 서구 도산로181번길 39,042-530-8503,http://bdms.djsch.kr/main.do,,도메인주소 같음,,
261,대전광역시 서구,공공,학교,대전변동초등학교,대전광역시 서구 유등로 373,042-527-7915,http://bdes.djsch.kr/main.do,,,,
262,대전광역시 동구,공공,도서관,대전보건대학교 도서관,대전광역시 동구 충정로 21,042-670-9000,http://lib.hit.ac.kr/,,,,
